Date,Revenue
2015-11-08,613.0
2015-11-08,245.0
2013-11-15,343.0
2013-11-15,490.0
2013-11-15,74.0
2015-11-15,368.0
2015-11-15,490.0
2015-11-15,49.0
2013-12-12,711.0
2013-12-12,294.0
2015-12-12,686.0
2015-12-12,245.0
2013-12-13,196.0
2013-12-13,147.0
2013-12-13,49.0
2015-12-13,172.0
2015-12-13,196.0
2015-12-13,98.0
2014-01-14,515.0
2014-01-14,564.0
2014-01-14,686.0
2016-01-14,490.0
2016-01-14,539.0
2016-01-14,735.0
2014-01-20,123.0
2014-01-20,245.0
2014-01-20,25.0
2016-01-20,98.0
2016-01-20,172.0
2016-01-20,25.0
2014-01-26,735.0
2014-01-26,196.0
2016-01-26,735.0
2016-01-26,123.0
2014-02-03,74.0
2014-02-03,147.0
2016-02-03,25.0
2016-02-03,147.0
2014-03-13,98.0
2014-03-13,441.0
2016-03-13,123.0
2016-03-13,490.0
2014-04-19,711.0
2014-04-19,417.0
2016-04-19,637.0
2016-04-19,466.0
2014-07-01,392.0
2016-07-01,417.0
2014-07-08,123.0
2014-07-08,588.0
2016-07-08,147.0
2016-07-08,588.0
2013-10-16,55.0
2015-10-16,42.0
2013-12-29,9.0
2013-12-29,16.0
2015-12-29,5.0
2015-12-29,19.0
2014-01-04,36.0
2014-01-04,33.0
2016-01-04,37.0
2016-01-04,34.0
2014-01-24,16.0
2014-01-24,27.0
2016-01-24,11.0
2016-01-24,22.0
2014-04-03,5.0
2014-04-03,47.0
2016-04-03,8.0
2016-04-03,44.0
2014-04-30,36.0
2016-04-30,36.0
2013-12-13,80.0
2015-12-13,77.0
2014-01-30,14.0
2014-01-30,31.0
2016-01-30,3.0
2016-01-30,28.0
2014-03-12,17.0
2016-03-12,10.0
2014-03-25,49.0
2016-03-25,42.0
2014-04-11,7.0
2014-04-11,21.0
2016-04-11,3.0
2016-04-11,17.0
2014-04-21,52.0
2016-04-21,45.0
2014-05-17,63.0
2014-05-17,56.0
2016-05-17,66.0
2016-05-17,63.0
2013-10-29,8.0
2015-10-29,16.0
2013-08-05,21.0
2015-08-05,19.0
2014-04-24,13.0
2014-04-24,30.0
2016-04-24,9.0
2016-04-24,30.0
2014-05-24,3.0
2014-05-24,41.0
2016-05-24,3.0
2016-05-24,41.0
2014-06-30,11.0
2016-06-30,13.0
2013-09-13,6.0
2013-09-13,46.0
2015-09-13,2.0
2015-09-13,49.0
2014-01-17,8.0
2016-01-17,8.0
2014-02-22,10.0
2016-02-22,7.0
2014-05-07,37.0
2016-05-07,32.0
2014-07-15,18.0
2014-07-15,39.0
2016-07-15,17.0
2016-07-15,35.0
2013-09-12,21.0
2013-09-12,10.0
2015-09-12,17.0
2015-09-12,9.0
2013-12-09,44.0
2013-12-09,7.0
2015-12-09,47.0
2015-12-09,7.0
2014-01-07,37.0
2014-01-07,19.0
2016-01-07,37.0
2016-01-07,17.0
2013-11-04,71.0
2013-11-04,43.0
2015-11-04,71.0
2015-11-04,40.0
2014-02-26,16.0
2016-02-26,4.0
2013-07-15,96.0
2013-07-15,35.0
2015-07-15,100.0
2015-07-15,44.0
2013-09-04,83.0
2013-09-04,104.0
2015-09-04,87.0
2015-09-04,96.0
2013-09-21,61.0
2015-09-21,57.0
2013-09-28,26.0
2013-09-28,104.0
2015-09-28,30.0
2015-09-28,96.0
2013-11-10,104.0
2015-11-10,104.0
2013-11-24,65.0
2013-11-24,30.0
2015-11-24,74.0
2015-11-24,26.0
2013-11-25,109.0
2013-11-25,83.0
2013-11-25,70.0
2015-11-25,109.0
2015-11-25,70.0
2015-11-25,74.0
2013-12-09,9.0
2013-12-09,57.0
2013-12-09,17.0
2015-12-09,4.0
2015-12-09,44.0
2015-12-09,9.0
2013-12-17,126.0
2015-12-17,122.0
2014-01-24,61.0
2016-01-24,57.0
2014-03-08,22.0
2014-03-08,61.0
2016-03-08,13.0
2016-03-08,57.0
2013-08-09,227.0
2015-08-09,252.0
2013-09-17,277.0
2015-09-17,252.0
2014-05-20,176.0
2016-05-20,227.0
2013-08-01,581.0
2013-08-01,138.0
2013-08-01,774.0
2015-08-01,498.0
2015-08-01,138.0
2015-08-01,802.0
2013-09-19,28.0
2013-09-19,415.0
2015-09-19,55.0
2015-09-19,415.0
2013-09-23,55.0
2015-09-23,28.0
2013-10-26,719.0
2015-10-26,747.0
2013-10-28,387.0
2013-10-28,581.0
2013-10-28,277.0
2015-10-28,415.0
2015-10-28,608.0
2015-10-28,194.0
2013-11-10,387.0
2015-11-10,442.0
2014-01-06,830.0
2016-01-06,885.0
2014-01-12,636.0
2014-01-12,553.0
2016-01-12,581.0
2016-01-12,525.0
2014-03-01,664.0
2014-03-01,664.0
2014-03-01,498.0
2016-03-01,636.0
2016-03-01,664.0
2016-03-01,553.0
2014-03-30,387.0
2014-03-30,304.0
2016-03-30,304.0
2016-03-30,304.0
2014-05-06,111.0
2016-05-06,166.0
2014-07-04,194.0
2016-07-04,111.0
2013-09-01,51.0
2013-09-01,12.0
2013-09-01,95.0
2015-09-01,44.0
2015-09-01,16.0
2015-09-01,95.0
2013-09-07,12.0
2015-09-07,12.0
2013-10-09,99.0
2013-10-09,32.0
2015-10-09,103.0
2015-10-09,40.0
2013-10-31,83.0
2015-10-31,79.0
2013-12-15,8.0
2013-12-15,40.0
2015-12-15,4.0
2015-12-15,28.0
2014-01-30,75.0
2014-01-30,119.0
2016-01-30,75.0
2016-01-30,127.0
2014-03-11,99.0
2014-03-11,20.0
2016-03-11,99.0
2016-03-11,12.0
2014-04-09,20.0
2016-04-09,28.0
2014-04-14,107.0
2014-04-14,95.0
2014-04-14,111.0
2016-04-14,99.0
2016-04-14,83.0
2016-04-14,99.0
2014-05-26,63.0
2014-05-26,36.0
2016-05-26,55.0
2016-05-26,36.0
2014-07-11,111.0
2016-07-11,115.0
2013-08-13,50.0
2015-08-13,48.0
2013-09-23,36.0
2015-09-23,32.0
2013-09-27,30.0
2013-09-27,55.0
2015-09-27,32.0
2015-09-27,53.0
2013-10-24,46.0
2015-10-24,48.0
2013-11-09,57.0
2013-11-09,59.0
2013-11-09,18.0
2015-11-09,61.0
2015-11-09,61.0
2015-11-09,18.0
2013-11-13,26.0
2015-11-13,24.0
2013-12-19,28.0
2013-12-19,26.0
2015-12-19,30.0
2015-12-19,24.0
2014-01-07,50.0
2014-01-07,59.0
2016-01-07,48.0
2016-01-07,63.0
2014-01-26,55.0
2016-01-26,51.0
2014-02-04,40.0
2014-02-04,20.0
2016-02-04,40.0
2016-02-04,22.0
2014-02-12,28.0
2014-02-12,16.0
2016-02-12,32.0
2016-02-12,12.0
2014-02-24,50.0
2014-02-24,48.0
2016-02-24,53.0
2016-02-24,44.0
2014-03-02,40.0
2014-03-02,12.0
2016-03-02,34.0
2016-03-02,6.0
2014-03-08,26.0
2016-03-08,24.0
2014-04-20,51.0
2014-04-20,12.0
2014-04-20,36.0
2016-04-20,51.0
2016-04-20,14.0
2016-04-20,30.0
2014-04-28,51.0
2016-04-28,46.0
2014-05-08,8.0
2016-05-08,12.0
2014-05-14,16.0
2014-05-14,44.0
2016-05-14,16.0
2016-05-14,46.0
2014-05-25,20.0
2014-05-25,30.0
2014-05-25,12.0
2016-05-25,24.0
2016-05-25,32.0
2016-05-25,8.0
2014-05-30,55.0
2016-05-30,51.0
2014-06-05,50.0
2016-06-05,50.0
2014-06-30,16.0
2016-06-30,12.0
2014-07-09,34.0
2016-07-09,36.0
2013-10-04,457.0
2013-10-04,44.0
2015-10-04,435.0
2015-10-04,87.0
2014-02-21,472.0
2014-02-21,451.0
2016-02-21,513.0
2016-02-21,390.0
2013-10-11,614.0
2013-10-11,809.0
2015-10-11,530.0
2015-10-11,781.0
2013-12-02,335.0
2013-12-02,391.0
2015-12-02,251.0
2015-12-02,307.0
2014-02-17,14.0
2014-02-17,14.0
2016-02-17,10.0
2016-02-17,16.0
2013-08-23,689.0
2013-08-23,738.0
2015-08-23,615.0
2015-08-23,713.0
2014-01-03,320.0
2014-01-03,615.0
2016-01-03,246.0
2016-01-03,590.0
2014-05-27,517.0
2014-05-27,98.0
2016-05-27,443.0
2016-05-27,98.0
2013-08-31,123.0
2013-08-31,74.0
2015-08-31,123.0
2015-08-31,25.0
2014-07-31,98.0
2016-07-31,148.0
2013-08-08,91.0
2015-08-08,82.0
2013-08-15,53.0
2013-08-15,29.0
2015-08-15,62.0
2015-08-15,24.0
2013-08-20,43.0
2013-08-20,10.0
2013-08-20,101.0
2015-08-20,43.0
2015-08-20,19.0
2015-08-20,101.0
2013-09-08,43.0
2015-09-08,48.0
2013-10-16,96.0
2013-10-16,110.0
2015-10-16,96.0
2015-10-16,96.0
2013-12-10,48.0
2013-12-10,115.0
2015-12-10,58.0
2015-12-10,120.0
2014-02-17,34.0
2014-02-17,43.0
2016-02-17,29.0
2016-02-17,34.0
2014-03-04,34.0
2014-03-04,10.0
2014-03-04,91.0
2016-03-04,29.0
2016-03-04,5.0
2016-03-04,96.0
2014-03-13,77.0
2014-03-13,130.0
2016-03-13,67.0
2016-03-13,125.0
2014-03-18,101.0
2014-03-18,58.0
2016-03-18,86.0
2016-03-18,43.0
2014-03-22,48.0
2016-03-22,38.0
2014-04-08,96.0
2014-04-08,29.0
2016-04-08,101.0
2016-04-08,14.0
2014-06-27,96.0
2016-06-27,96.0
2014-07-24,120.0
2014-07-24,106.0
2016-07-24,125.0
2016-07-24,101.0
2014-07-31,86.0
2014-07-31,14.0
2016-07-31,77.0
2016-07-31,14.0
2013-08-27,36.0
2015-08-27,38.0
2014-02-23,25.0
2016-02-23,26.0
2014-05-27,374.0
2016-05-27,294.0
2014-02-09,748.0
2014-02-09,641.0
2016-02-09,774.0
2016-02-09,694.0
2014-04-30,29.0
2016-04-30,16.0
2014-06-05,41.0
2016-06-05,41.0
2014-06-12,111.0
2014-06-12,33.0
2016-06-12,115.0
2016-06-12,21.0
2014-07-25,37.0
2014-07-25,82.0
2016-07-25,37.0
2016-07-25,78.0
2013-07-06,58.0
2013-07-06,12.0
2015-07-06,54.0
2015-07-06,8.0
2013-09-16,42.0
2013-09-16,15.0
2015-09-16,42.0
2015-09-16,12.0
2013-12-21,10.0
2015-12-21,10.0
2014-01-03,13.0
2016-01-03,13.0
2014-01-14,50.0
2014-01-14,56.0
2016-01-14,54.0
2016-01-14,56.0
2014-02-02,42.0
2016-02-02,42.0
2014-02-25,38.0
2014-02-25,46.0
2016-02-25,38.0
2016-02-25,48.0
2014-04-07,6.0
2014-04-07,4.0
2014-04-07,56.0
2016-04-07,6.0
2016-04-07,4.0
2016-04-07,52.0
2014-04-08,10.0
2016-04-08,13.0
2014-05-16,369.0
2014-05-16,197.0
2016-05-16,394.0
2016-05-16,123.0
2014-01-29,38.0
2014-01-29,86.0
2014-01-29,139.0
2016-01-29,48.0
2016-01-29,91.0
2016-01-29,130.0
2014-04-24,14.0
2014-04-24,144.0
2016-04-24,5.0
2016-04-24,144.0
2013-08-21,617.0
2013-08-21,441.0
2015-08-21,529.0
2015-08-21,470.0
2013-12-08,853.0
2015-12-08,911.0
2014-03-06,706.0
2016-03-06,706.0
2014-03-11,88.0
2016-03-11,29.0
2014-06-26,529.0
2016-06-26,559.0
2014-04-15,50.0
2016-04-15,54.0
2014-06-05,40.0
2016-06-05,35.0
2013-08-07,6.0
2013-08-07,12.0
2013-08-07,84.0
2015-08-07,12.0
2015-08-07,12.0
2015-08-07,84.0
2013-08-10,37.0
2015-08-10,31.0
2013-09-03,62.0
2013-09-03,12.0
2013-09-03,28.0
2015-09-03,66.0
2015-09-03,3.0
2015-09-03,19.0
2013-09-19,41.0
2013-09-19,9.0
2015-09-19,34.0
2015-09-19,6.0
2013-10-14,81.0
2013-10-14,56.0
2013-10-14,53.0
2015-10-14,75.0
2015-10-14,56.0
2015-10-14,50.0
2013-10-26,78.0
2013-10-26,50.0
2015-10-26,78.0
2015-10-26,53.0
2013-11-02,44.0
2013-11-02,94.0
2013-11-02,81.0
2015-11-02,34.0
2015-11-02,90.0
2015-11-02,84.0
2013-11-07,94.0
2013-11-07,34.0
2015-11-07,87.0
2015-11-07,28.0
2014-01-24,16.0
2014-01-24,78.0
2014-01-24,31.0
2016-01-24,22.0
2016-01-24,78.0
2016-01-24,28.0
2014-03-18,19.0
2016-03-18,9.0
2014-03-25,44.0
2014-03-25,53.0
2016-03-25,41.0
2016-03-25,50.0
2014-04-17,31.0
2014-04-17,19.0
2016-04-17,22.0
2016-04-17,19.0
2014-04-26,78.0
2016-04-26,84.0
2014-04-30,69.0
2016-04-30,62.0
2014-06-19,22.0
2016-06-19,12.0
2013-10-22,37.0
2013-10-22,30.0
2015-10-22,33.0
2015-10-22,33.0
2014-02-05,45.0
2016-02-05,44.0
2014-03-14,44.0
2014-03-14,28.0
2014-03-14,3.0
2016-03-14,40.0
2016-03-14,23.0
2016-03-14,2.0
2014-05-06,42.0
2014-05-06,28.0
2016-05-06,42.0
2016-05-06,31.0
2014-07-18,155.0
2014-07-18,241.0
2016-07-18,103.0
2016-07-18,224.0
2013-09-29,74.0
2015-09-29,78.0
2014-06-30,41.0
2014-06-30,93.0
2016-06-30,45.0
2016-06-30,97.0
2014-02-12,26.0
2014-02-12,38.0
2016-02-12,24.0
2016-02-12,42.0
2013-08-25,41.0
2015-08-25,37.0
2013-10-19,41.0
2013-10-19,111.0
2015-10-19,45.0
2015-10-19,115.0
2014-02-07,45.0
2016-02-07,45.0
2014-03-01,123.0
2014-03-01,12.0
2016-03-01,119.0
2016-03-01,8.0
2014-03-04,62.0
2014-03-04,12.0
2014-03-04,82.0
2016-03-04,70.0
2016-03-04,4.0
2016-03-04,82.0
2014-05-02,123.0
2014-05-02,57.0
2014-05-02,49.0
2016-05-02,111.0
2016-05-02,66.0
2016-05-02,53.0
2014-05-05,86.0
2016-05-05,74.0
2014-05-06,86.0
2014-05-06,78.0
2016-05-06,82.0
2016-05-06,70.0
2013-07-09,15.0
2015-07-09,13.0
2013-08-23,44.0
2015-08-23,44.0
2013-08-28,27.0
2013-08-28,56.0
2015-08-28,21.0
2015-08-28,52.0
2013-09-09,46.0
2013-09-09,42.0
2015-09-09,42.0
2015-09-09,42.0
2013-09-19,54.0
2015-09-19,56.0
2013-09-21,10.0
2013-09-21,36.0
2015-09-21,8.0
2015-09-21,35.0
2013-09-23,46.0
2015-09-23,46.0
2013-09-29,27.0
2013-09-29,48.0
2015-09-29,31.0
2015-09-29,44.0
2013-10-12,46.0
2013-10-12,36.0
2015-10-12,40.0
2015-10-12,35.0
2013-10-15,15.0
2013-10-15,4.0
2015-10-15,19.0
2015-10-15,2.0
2013-10-23,38.0
2013-10-23,46.0
2015-10-23,36.0
2015-10-23,44.0
2013-10-24,4.0
2013-10-24,25.0
2015-10-24,2.0
2015-10-24,23.0
2013-10-31,12.0
2015-10-31,15.0
2013-12-06,46.0
2013-12-06,27.0
2015-12-06,42.0
2015-12-06,31.0
2014-01-11,33.0
2014-01-11,42.0
2016-01-11,31.0
2016-01-11,36.0
2014-03-28,52.0
2016-03-28,48.0
2014-04-23,23.0
2016-04-23,27.0
2014-05-08,42.0
2016-05-08,46.0
2014-05-10,31.0
2016-05-10,33.0
2014-05-11,15.0
2016-05-11,10.0
2014-06-23,29.0
2014-06-23,58.0
2016-06-23,23.0
2016-06-23,60.0
2014-06-24,42.0
2014-06-24,27.0
2016-06-24,42.0
2016-06-24,25.0
2014-07-17,17.0
2014-07-17,56.0
2016-07-17,13.0
2016-07-17,54.0
2013-07-14,118.0
2015-07-14,127.0
2013-08-07,98.0
2013-08-07,127.0
2015-08-07,83.0
2015-08-07,113.0
2013-09-05,78.0
2013-09-05,113.0
2015-09-05,64.0
2015-09-05,118.0
2013-09-07,44.0
2015-09-07,54.0
2013-09-12,127.0
2015-09-12,137.0
2013-09-23,59.0
2013-09-23,118.0
2015-09-23,64.0
2015-09-23,103.0
2013-10-08,88.0
2015-10-08,83.0
2013-10-30,15.0
2013-10-30,93.0
2013-10-30,20.0
2015-10-30,20.0
2015-10-30,83.0
2015-10-30,20.0
2013-11-14,127.0
2015-11-14,137.0
2013-11-27,123.0
2013-11-27,118.0
2015-11-27,108.0
2015-11-27,123.0
2013-11-30,103.0
2013-11-30,39.0
2013-11-30,93.0
2015-11-30,113.0
2015-11-30,44.0
2015-11-30,93.0
2013-12-04,98.0
2013-12-04,15.0
2013-12-04,59.0
2015-12-04,93.0
2015-12-04,20.0
2015-12-04,49.0
2014-01-13,113.0
2016-01-13,123.0
2014-01-28,54.0
2014-01-28,69.0
2016-01-28,49.0
2016-01-28,54.0
2014-02-11,59.0
2014-02-11,93.0
2014-02-11,34.0
2016-02-11,59.0
2016-02-11,78.0
2016-02-11,44.0
2014-03-01,83.0
2016-03-01,83.0
2014-03-27,147.0
2014-03-27,83.0
2016-03-27,147.0
2016-03-27,69.0
2014-03-30,113.0
2014-03-30,74.0
2016-03-30,98.0
2016-03-30,78.0
2014-04-02,103.0
2014-04-02,113.0
2016-04-02,98.0
2016-04-02,108.0
2014-04-15,127.0
2016-04-15,132.0
2014-04-27,83.0
2014-04-27,108.0
2016-04-27,74.0
2016-04-27,103.0
2014-04-28,5.0
2016-04-28,5.0
2014-05-15,20.0
2014-05-15,64.0
2016-05-15,15.0
2016-05-15,64.0
2014-06-01,64.0
2014-06-01,69.0
2016-06-01,69.0
2016-06-01,74.0
2014-06-05,59.0
2014-06-05,78.0
2016-06-05,54.0
2016-06-05,78.0
2014-06-06,108.0
2014-06-06,127.0
2016-06-06,103.0
2016-06-06,113.0
2014-06-24,113.0
2014-06-24,25.0
2014-06-24,123.0
2016-06-24,108.0
2016-06-24,20.0
2016-06-24,118.0
2014-06-30,64.0
2014-06-30,5.0
2016-06-30,49.0
2016-06-30,5.0
2014-07-09,103.0
2014-07-09,78.0
2014-07-09,39.0
2016-07-09,103.0
2016-07-09,83.0
2016-07-09,44.0
2014-07-22,49.0
2016-07-22,39.0
2014-06-07,88.0
2014-06-07,40.0
2016-06-07,92.0
2016-06-07,44.0
2013-10-07,53.0
2015-10-07,48.0
2014-03-12,16.0
2014-03-12,36.0
2016-03-12,10.0
2016-03-12,30.0
2013-11-03,91.0
2013-11-03,36.0
2015-11-03,99.0
2015-11-03,36.0
2014-01-15,33.0
2016-01-15,37.0
2014-01-26,24.0
2014-01-26,14.0
2016-01-26,19.0
2016-01-26,10.0
2014-02-10,17.0
2016-02-10,17.0
2014-04-02,12.0
2014-04-02,38.0
2016-04-02,14.0
2016-04-02,42.0
2013-09-24,288.0
2015-09-24,317.0
2013-12-08,662.0
2015-12-08,576.0
2013-12-21,86.0
2015-12-21,58.0
2013-12-28,806.0
2013-12-28,173.0
2015-12-28,749.0
2015-12-28,202.0
2014-01-05,691.0
2014-01-05,634.0
2016-01-05,691.0
2016-01-05,547.0
2014-02-10,806.0
2016-02-10,778.0
2014-02-24,230.0
2016-02-24,202.0
2014-04-12,144.0
2016-04-12,58.0
2014-04-15,259.0
2016-04-15,202.0
2014-04-19,346.0
2016-04-19,259.0
2014-04-30,202.0
2014-04-30,806.0
2014-04-30,86.0
2016-04-30,259.0
2016-04-30,778.0
2016-04-30,58.0
2014-06-12,317.0
2014-06-12,317.0
2016-06-12,374.0
2016-06-12,317.0
2014-06-20,288.0
2014-06-20,806.0
2014-06-20,778.0
2016-06-20,288.0
2016-06-20,806.0
2016-06-20,691.0
2014-06-26,403.0
2016-06-26,374.0
2014-07-17,835.0
2016-07-17,749.0
2014-01-19,101.0
2014-01-19,87.0
2016-01-19,108.0
2016-01-19,84.0
2014-04-08,7.0
2014-04-08,14.0
2016-04-08,14.0
2016-04-08,7.0
2014-04-29,49.0
2014-04-29,7.0
2016-04-29,38.0
2016-04-29,14.0
2014-04-30,63.0
2016-04-30,66.0
2013-08-06,96.0
2013-08-06,384.0
2013-08-06,336.0
2015-08-06,144.0
2015-08-06,432.0
2015-08-06,336.0
2013-10-06,288.0
2013-10-06,456.0
2015-10-06,216.0
2015-10-06,504.0
2013-11-11,72.0
2015-11-11,72.0
2013-11-14,264.0
2015-11-14,192.0
2013-11-19,96.0
2013-11-19,408.0
2015-11-19,72.0
2015-11-19,360.0
2014-01-06,432.0
2014-01-06,120.0
2014-01-06,168.0
2016-01-06,432.0
2016-01-06,120.0
2016-01-06,144.0
2014-01-20,72.0
2016-01-20,72.0
2014-02-12,240.0
2014-02-12,528.0
2016-02-12,216.0
2016-02-12,480.0
2014-02-13,216.0
2014-02-13,192.0
2016-02-13,216.0
2016-02-13,192.0
2014-02-15,216.0
2014-02-15,600.0
2014-02-15,96.0
2016-02-15,264.0
2016-02-15,648.0
2016-02-15,48.0
2014-02-22,264.0
2016-02-22,264.0
2014-03-19,72.0
2016-03-19,120.0
2014-04-03,168.0
2014-04-03,24.0
2016-04-03,144.0
2016-04-03,24.0
2014-05-03,240.0
2016-05-03,240.0
2014-05-12,120.0
2014-05-12,192.0
2014-05-12,384.0
2016-05-12,120.0
2016-05-12,144.0
2016-05-12,360.0
2014-07-16,408.0
2014-07-16,312.0
2014-07-16,264.0
2016-07-16,360.0
2016-07-16,288.0
2016-07-16,192.0
2013-08-09,794.0
2015-08-09,823.0
2013-10-02,353.0
2013-10-02,59.0
2013-10-02,294.0
2015-10-02,323.0
2015-10-02,88.0
2015-10-02,206.0
2014-03-21,412.0
2016-03-21,382.0
2014-04-13,529.0
2014-04-13,59.0
2016-04-13,529.0
2016-04-13,59.0
2014-04-25,147.0
2014-04-25,176.0
2016-04-25,206.0
2016-04-25,206.0
2014-05-21,823.0
2014-05-21,676.0
2016-05-21,882.0
2016-05-21,676.0
2014-07-15,147.0
2016-07-15,59.0
2013-08-08,80.0
2013-08-08,748.0
2015-08-08,134.0
2015-08-08,775.0
2013-09-14,17.0
2015-09-14,14.0
2013-10-03,33.0
2015-10-03,28.0
2013-12-08,35.0
2015-12-08,31.0
2013-12-30,42.0
2013-12-30,17.0
2015-12-30,45.0
2015-12-30,12.0
2014-01-04,5.0
2014-01-04,50.0
2014-01-04,19.0
2014-01-04,2.0
2016-01-04,7.0
2016-01-04,50.0
2016-01-04,23.0
2016-01-04,2.0
2014-01-28,45.0
2014-01-28,3.0
2014-01-28,40.0
2016-01-28,47.0
2016-01-28,5.0
2016-01-28,40.0
2014-02-03,7.0
2016-02-03,10.0
2014-02-26,42.0
2016-02-26,45.0
2014-02-27,40.0
2014-02-27,2.0
2016-02-27,44.0
2016-02-27,2.0
2014-03-20,42.0
2016-03-20,38.0
2014-04-08,38.0
2016-04-08,35.0
2014-05-20,14.0
2014-05-20,44.0
2016-05-20,14.0
2016-05-20,38.0
2014-06-25,16.0
2014-06-25,16.0
2016-06-25,14.0
2016-06-25,14.0
2014-07-21,10.0
2014-07-21,3.0
2016-07-21,9.0
2016-07-21,2.0
2013-08-20,600.0
2013-08-20,443.0
2013-08-20,495.0
2015-08-20,521.0
2015-08-20,495.0
2015-08-20,469.0
2013-12-08,235.0
2013-12-08,52.0
2015-12-08,209.0
2015-12-08,52.0
2014-01-17,704.0
2016-01-17,626.0
2014-06-08,339.0
2014-06-08,391.0
2016-06-08,313.0
2016-06-08,339.0
2014-06-24,21.0
2014-06-24,12.0
2016-06-24,15.0
2016-06-24,15.0
2013-07-22,44.0
2015-07-22,40.0
2013-09-15,24.0
2013-09-15,91.0
2015-09-15,20.0
2015-09-15,79.0
2013-11-01,32.0
2013-11-01,111.0
2015-11-01,24.0
2015-11-01,119.0
2013-11-04,59.0
2013-11-04,8.0
2013-11-04,111.0
2015-11-04,48.0
2015-11-04,8.0
2015-11-04,111.0
2013-11-18,83.0
2015-11-18,79.0
2013-12-03,115.0
2013-12-03,75.0
2015-12-03,107.0
2015-12-03,71.0
2014-01-09,91.0
2016-01-09,79.0
2014-01-10,12.0
2014-01-10,12.0
2016-01-10,20.0
2016-01-10,8.0
2014-03-11,55.0
2016-03-11,59.0
2014-03-13,99.0
2014-03-13,119.0
2016-03-13,103.0
2016-03-13,115.0
2014-04-03,107.0
2014-04-03,59.0
2014-04-03,40.0
2016-04-03,111.0
2016-04-03,55.0
2016-04-03,48.0
2014-06-21,95.0
2014-06-21,55.0
2014-06-21,40.0
2014-06-21,63.0
2016-06-21,99.0
2016-06-21,59.0
2016-06-21,36.0
2016-06-21,71.0
2014-06-23,71.0
2016-06-23,59.0
2014-07-04,111.0
2014-07-04,95.0
2016-07-04,107.0
2016-07-04,95.0
2014-07-06,79.0
2016-07-06,87.0
2013-09-04,15.0
2013-09-04,45.0
2015-09-04,13.0
2015-09-04,44.0
2013-09-18,49.0
2015-09-18,45.0
2013-11-03,27.0
2013-11-03,13.0
2015-11-03,22.0
2015-11-03,15.0
2013-11-28,17.0
2015-11-28,17.0
2013-12-09,45.0
2013-12-09,49.0
2013-12-09,37.0
2013-12-09,47.0
2013-12-09,24.0
2015-12-09,47.0
2015-12-09,44.0
2015-12-09,35.0
2015-12-09,45.0
2015-12-09,20.0
2013-12-31,10.0
2015-12-31,10.0
2014-01-02,13.0
2016-01-02,10.0
2014-01-13,24.0
2014-01-13,10.0
2016-01-13,20.0
2016-01-13,13.0
2014-01-14,47.0
2014-01-14,17.0
2016-01-14,44.0
2016-01-14,12.0
2014-05-17,12.0
2014-05-17,40.0
2016-05-17,13.0
2016-05-17,39.0
2014-06-27,13.0
2014-06-27,20.0
2014-06-27,27.0
2016-06-27,12.0
2016-06-27,22.0
2016-06-27,27.0
2013-07-24,3.0
2015-07-24,7.0
2013-07-26,49.0
2013-07-26,37.0
2015-07-26,49.0
2015-07-26,34.0
2013-08-25,20.0
2013-08-25,10.0
2015-08-25,17.0
2015-08-25,10.0
2013-09-02,8.0
2013-09-02,44.0
2015-09-02,5.0
2015-09-02,47.0
2013-11-27,30.0
2013-11-27,24.0
2015-11-27,30.0
2015-11-27,20.0
2014-01-13,5.0
2014-01-13,18.0
2016-01-13,8.0
2016-01-13,18.0
2014-03-30,40.0
2014-03-30,18.0
2016-03-30,42.0
2016-03-30,17.0
2014-04-07,12.0
2014-04-07,5.0
2016-04-07,7.0
2016-04-07,5.0
2014-04-20,24.0
2014-04-20,15.0
2016-04-20,27.0
2016-04-20,12.0
2014-04-28,3.0
2014-04-28,45.0
2014-04-28,35.0
2016-04-28,2.0
2016-04-28,49.0
2016-04-28,37.0
2014-05-02,22.0
2016-05-02,18.0
2014-05-06,29.0
2014-05-06,22.0
2014-05-06,13.0
2016-05-06,29.0
2016-05-06,25.0
2016-05-06,13.0
2014-05-19,3.0
2014-05-19,8.0
2016-05-19,5.0
2016-05-19,8.0
2014-07-05,42.0
2016-07-05,37.0
2013-08-06,83.0
2015-08-06,83.0
2013-08-16,83.0
2013-08-16,74.0
2015-08-16,87.0
2015-08-16,70.0
2013-08-25,48.0
2013-08-25,17.0
2015-08-25,44.0
2015-08-25,26.0
2013-09-03,122.0
2013-09-03,113.0
2015-09-03,109.0
2015-09-03,113.0
2013-09-08,122.0
2015-09-08,113.0
2013-09-11,57.0
2013-09-11,83.0
2013-09-11,87.0
2015-09-11,48.0
2015-09-11,74.0
2015-09-11,91.0
2013-09-17,83.0
2013-09-17,26.0
2015-09-17,78.0
2015-09-17,17.0
2013-09-30,74.0
2013-09-30,117.0
2013-09-30,70.0
2015-09-30,78.0
2015-09-30,117.0
2015-09-30,61.0
2013-10-08,78.0
2015-10-08,83.0
2013-10-24,13.0
2013-10-24,131.0
2015-10-24,4.0
2015-10-24,122.0
2013-11-06,48.0
2013-11-06,30.0
2015-11-06,39.0
2015-11-06,26.0
2013-11-24,131.0
2015-11-24,117.0
2013-12-20,113.0
2013-12-20,117.0
2015-12-20,117.0
2015-12-20,104.0
2013-12-21,117.0
2013-12-21,65.0
2015-12-21,122.0
2015-12-21,57.0
2014-01-10,35.0
2014-01-10,26.0
2014-01-10,30.0
2016-01-10,22.0
